#RIC,Date-Time,Price,Volume,Numberoftrades,Bidprice,Ask Price,NumberofBid,NumberofAsk,Depth,Spread,,,
AAPL.OQ,2018-05-25T09:00:00.000000000Z,188.855,117,,188.66,189.05,2455,2455,4910,0.39,,,188.855
AAPL.OQ,2018-05-25T10:00:00.000000000Z,188.7,100,,188.35,189.05,293,293,586,0.7,,,188.7
AAPL.OQ,2018-05-25T11:00:00.000000000Z,188.3,675,,188,188.6,1879,1879,3758,0.6,,,188.3
AAPL.OQ,2018-05-25T12:00:00.000000000Z,188.135,6099,,188,188.27,89,89,178,0.27,,,188.135
AAPL.OQ,2018-05-25T13:00:00.000000000Z,188.45,657825,2458,188.45,188.46,28906,28906,57812,0.01,,,188.45
AAPL.OQ,2018-05-25T14:00:00.000000000Z,189.34,815989,4634,189.33,189.35,65691,65691,131382,0.02,,,189.34
AAPL.OQ,2018-05-25T15:00:00.000000000Z,189.4,467791,2797,189.38,189.39,43699,43699,87398,0.01,,,189.4
AAPL.OQ,2018-05-25T16:00:00.000000000Z,189.43,342630,2149,189.44,189.46,44745,44745,89490,0.02,,,189.43
AAPL.OQ,2018-05-25T17:00:00.000000000Z,188.86,338552,1975,188.85,188.86,42418,42418,84836,0.01,,,188.86
AAPL.OQ,2018-05-25T18:00:00.000000000Z,188.61,315137,2006,188.61,188.63,36381,36381,72762,0.02,,,188.61
AAPL.OQ,2018-05-25T19:00:00.000000000Z,188.58,769040,4644,188.53,188.58,63258,63258,126516,0.05,,,188.58
AAPL.OQ,2018-05-25T20:00:00.000000000Z,188.58,1333161,1,188.58,188.69,227,227,454,0.11,,,188.58
AAPL.OQ,2018-05-25T21:00:00.000000000Z,188.69,1389,,188.58,188.8,30,30,60,0.22,,,188.69
AAPL.OQ,2018-05-25T22:00:00.000000000Z,188.805,305,,188.66,188.95,20,20,40,0.29,,,188.805
AAPL.OQ,2018-05-25T23:00:00.000000000Z,188.805,117,,188.66,188.95,69,69,138,0.29,,,188.805
AAPL.OQ,2018-05-29T08:00:00.000000000Z,186.85,1102,,186.45,187.25,4278,4278,8556,0.8,,,186.85
AAPL.OQ,2018-05-29T09:00:00.000000000Z,187.275,867,,187,187.55,2886,2886,5772,0.55,,,187.275
AAPL.OQ,2018-05-29T10:00:00.000000000Z,187.375,397,,187.25,187.5,1652,1652,3304,0.25,,,187.375
AAPL.OQ,2018-05-29T11:00:00.000000000Z,187.64,5760,,187.55,187.73,263,263,526,0.18,,,187.64
AAPL.OQ,2018-05-29T12:00:00.000000000Z,187.77,7452,,187.65,187.89,272,272,544,0.24,,,187.77
AAPL.OQ,2018-05-29T13:00:00.000000000Z,188.35,960888,3543,188.34,188.38,26576,26576,53152,0.04,,,188.35
AAPL.OQ,2018-05-29T14:00:00.000000000Z,188.14,743697,4169,188.14,188.16,53422,53422,106844,0.02,,,188.14
AAPL.OQ,2018-05-29T15:00:00.000000000Z,187.23,634088,3744,187.22,187.24,65577,65577,131154,0.02,,,187.23
AAPL.OQ,2018-05-29T16:00:00.000000000Z,187.66,564428,3284,187.65,187.67,64611,64611,129222,0.02,,,187.66
AAPL.OQ,2018-05-29T17:00:00.000000000Z,187.3,418933,2620,187.3,187.32,50512,50512,101024,0.02,,,187.3
AAPL.OQ,2018-05-29T18:00:00.000000000Z,187.14,529031,3389,187.13,187.15,59281,59281,118562,0.02,,,187.14
AAPL.OQ,2018-05-29T19:00:00.000000000Z,187.86,1077419,6695,187.82,187.86,85095,85095,170190,0.04,,,187.86
AAPL.OQ,2018-05-29T20:00:00.000000000Z,187.9,2092749,1,187.5,188.1,263,263,526,0.6,,,187.9
AAPL.OQ,2018-05-29T21:00:00.000000000Z,187.9,899,,187.7,188.1,53,53,106,0.4,,,187.9
AAPL.OQ,2018-05-29T22:00:00.000000000Z,187.935,380,,187.8,188.07,34,34,68,0.27,,,187.935
AAPL.OQ,2018-05-29T23:00:00.000000000Z,187.835,1660,,187.61,188.06,52,52,104,0.45,,,187.835
AAPL.OQ,2018-05-30T08:00:00.000000000Z,188.325,40,,188.1,188.55,147,147,294,0.45,,,188.325
AAPL.OQ,2018-05-30T09:00:00.000000000Z,188.61,753,,188.27,188.95,2060,2060,4120,0.68,,,188.61
AAPL.OQ,2018-05-30T10:00:00.000000000Z,188.585,517,,188.27,188.9,892,892,1784,0.63,,,188.585
AAPL.OQ,2018-05-30T11:00:00.000000000Z,187.925,9535,,187.85,188,754,754,1508,0.15,,,187.925
AAPL.OQ,2018-05-30T12:00:00.000000000Z,187.745,17472,,187.61,187.88,510,510,1020,0.27,,,187.745
AAPL.OQ,2018-05-30T13:00:00.000000000Z,187.11,660673,2869,187.12,187.14,27304,27304,54608,0.02,,,187.11
AAPL.OQ,2018-05-30T14:00:00.000000000Z,187.06,783126,4960,187.05,187.07,60672,60672,121344,0.02,,,187.06
AAPL.OQ,2018-05-30T15:00:00.000000000Z,187.11,569602,3384,187.1,187.11,49032,49032,98064,0.01,,,187.11
AAPL.OQ,2018-05-30T16:00:00.000000000Z,187.23,511410,3041,187.22,187.23,50727,50727,101454,0.01,,,187.23
AAPL.OQ,2018-05-30T17:00:00.000000000Z,187.34,427197,2251,187.34,187.36,39947,39947,79894,0.02,,,187.34
AAPL.OQ,2018-05-30T18:00:00.000000000Z,187.54,425187,2515,187.53,187.54,35040,35040,70080,0.01,,,187.54
AAPL.OQ,2018-05-30T19:00:00.000000000Z,187.5,1079735,5342,187.49,187.51,59280,59280,118560,0.02,,,187.5
AAPL.OQ,2018-05-30T20:00:00.000000000Z,187.5,1019611,1,187.25,187.49,132,132,264,0.24,,,187.5
AAPL.OQ,2018-05-30T21:00:00.000000000Z,187.37,207,,187.25,187.49,11,11,22,0.24,,,187.37
AAPL.OQ,2018-05-30T22:00:00.000000000Z,187.23,1215,,187.11,187.35,19,19,38,0.24,,,187.23
AAPL.OQ,2018-05-30T23:00:00.000000000Z,187.2,250,,187.05,187.35,7,7,14,0.3,,,187.2
AAPL.OQ,2018-05-31T08:00:00.000000000Z,187.85,5510,,187.8,187.9,606,606,1212,0.1,,,187.85
AAPL.OQ,2018-05-31T09:00:00.000000000Z,187.91,4312,,187.8,188.02,114,114,228,0.22,,,187.91
AAPL.OQ,2018-05-31T10:00:00.000000000Z,187.565,4017,,187.25,187.88,335,335,670,0.63,,,187.565
AAPL.OQ,2018-05-31T11:00:00.000000000Z,187.885,2021,,187.79,187.98,140,140,280,0.19,,,187.885
AAPL.OQ,2018-05-31T12:00:00.000000000Z,187.86,6669,,187.75,187.97,66,66,132,0.22,,,187.86
AAPL.OQ,2018-05-31T13:00:00.000000000Z,187.31,790025,3341,187.3,187.35,35447,35447,70894,0.05,,,187.31
AAPL.OQ,2018-05-31T14:00:00.000000000Z,186.58,751777,4563,186.57,186.6,60324,60324,120648,0.03,,,186.58
AAPL.OQ,2018-05-31T15:00:00.000000000Z,187.85,767043,4245,187.85,187.87,60430,60430,120860,0.02,,,187.85
AAPL.OQ,2018-05-31T16:00:00.000000000Z,187.64,411896,2520,187.63,187.65,41212,41212,82424,0.02,,,187.64
AAPL.OQ,2018-05-31T17:00:00.000000000Z,186.9,422974,2432,186.89,186.93,43067,43067,86134,0.04,,,186.9
AAPL.OQ,2018-05-31T18:00:00.000000000Z,187.27,407065,2799,187.25,187.28,45080,45080,90160,0.03,,,187.27
AAPL.OQ,2018-05-31T19:00:00.000000000Z,186.88,1308448,7356,186.87,186.89,82707,82707,165414,0.02,,,186.88
AAPL.OQ,2018-05-31T20:00:00.000000000Z,186.87,5314893,7,186.82,187.07,156,156,312,0.25,,,186.87
AAPL.OQ,2018-05-31T21:00:00.000000000Z,186.955,290,,186.81,187.1,11,11,22,0.29,,,186.955
AAPL.OQ,2018-05-31T22:00:00.000000000Z,186.96,70,,186.82,187.1,1,1,2,0.28,,,186.96
AAPL.OQ,2018-05-31T23:00:00.000000000Z,186.935,100,,186.82,187.05,5,5,10,0.23,,,186.935
AAPL.OQ,2018-06-01T08:00:00.000000000Z,187.36,214,,187.1,187.62,564,564,1128,0.52,,,187.36
AAPL.OQ,2018-06-01T09:00:00.000000000Z,187.375,2596,,187.15,187.6,446,446,892,0.45,,,187.375
AAPL.OQ,2018-06-01T10:00:00.000000000Z,187.805,1282,,187.67,187.94,563,563,1126,0.27,,,187.805
AAPL.OQ,2018-06-01T11:00:00.000000000Z,187.865,7126,,187.79,187.94,74,74,148,0.15,,,187.865
AAPL.OQ,2018-06-01T12:00:00.000000000Z,188.075,7532,,188,188.15,291,291,582,0.15,,,188.075
AAPL.OQ,2018-06-01T13:00:00.000000000Z,188.49,825651,2871,188.46,188.5,27760,27760,55520,0.04,,,188.49
AAPL.OQ,2018-06-01T14:00:00.000000000Z,189.19,777839,4206,189.18,189.2,47973,47973,95946,0.02,,,189.19
AAPL.OQ,2018-06-01T15:00:00.000000000Z,189.74,613033,3334,189.73,189.75,41930,41930,83860,0.02,,,189.74
AAPL.OQ,2018-06-01T16:00:00.000000000Z,189.88,408400,2257,189.88,189.89,32003,32003,64006,0.01,,,189.88
AAPL.OQ,2018-06-01T17:00:00.000000000Z,190.09,628991,3049,190.08,190.1,34145,34145,68290,0.02,,,190.09
AAPL.OQ,2018-06-01T18:00:00.000000000Z,189.95,409204,2493,189.94,189.96,32907,32907,65814,0.02,,,189.95
AAPL.OQ,2018-06-01T19:00:00.000000000Z,190.23,1146228,6220,190.22,190.23,62675,62675,125350,0.01,,,190.23
AAPL.OQ,2018-06-01T20:00:00.000000000Z,190.24,1576287,2,190.23,190.35,288,288,576,0.12,,,190.24
AAPL.OQ,2018-06-01T21:00:00.000000000Z,190.255,1877,,190.17,190.34,34,34,68,0.17,,,190.255
AAPL.OQ,2018-06-01T22:00:00.000000000Z,190.295,999,,190.26,190.33,20,20,40,0.07,,,190.295
AAPL.OQ,2018-06-01T23:00:00.000000000Z,190.39,9537,,190.28,190.5,71,71,142,0.22,,,190.39
AAPL.OQ,2018-06-04T08:00:00.000000000Z,191.22,1874,,191,191.44,125,125,250,0.44,,,191.22
AAPL.OQ,2018-06-04T09:00:00.000000000Z,191.32,883,,191.25,191.39,579,579,1158,0.14,,,191.32
AAPL.OQ,2018-06-04T10:00:00.000000000Z,190.935,2554,,190.68,191.19,33,33,66,0.51,,,190.935
AAPL.OQ,2018-06-04T11:00:00.000000000Z,191.07,16293,,190.9,191.24,227,227,454,0.34,,,191.07
AAPL.OQ,2018-06-04T12:00:00.000000000Z,191.66,18412,,191.57,191.75,408,408,816,0.18,,,191.66
AAPL.OQ,2018-06-04T13:00:00.000000000Z,192.24,1397322,4173,192.21,192.25,27558,27558,55116,0.04,,,192.24
AAPL.OQ,2018-06-04T14:00:00.000000000Z,192.16,616765,3559,192.15,192.16,40702,40702,81404,0.01,,,192.16
AAPL.OQ,2018-06-04T15:00:00.000000000Z,192.47,353782,2222,192.43,192.44,31833,31833,63666,0.01,,,192.47
AAPL.OQ,2018-06-04T16:00:00.000000000Z,192.83,790911,3767,192.81,192.83,32229,32229,64458,0.02,,,192.83
AAPL.OQ,2018-06-04T17:00:00.000000000Z,192.24,528185,2957,192.23,192.24,29269,29269,58538,0.01,,,192.24
AAPL.OQ,2018-06-04T18:00:00.000000000Z,192.05,482936,2812,192.05,192.08,31529,31529,63058,0.03,,,192.05
AAPL.OQ,2018-06-04T19:00:00.000000000Z,191.81,757846,4328,191.8,191.81,52167,52167,104334,0.01,,,191.81
AAPL.OQ,2018-06-04T20:00:00.000000000Z,191.83,1048084,1,191.83,191.92,133,133,266,0.09,,,191.83
AAPL.OQ,2018-06-04T21:00:00.000000000Z,192.175,5909,,192.1,192.25,53,53,106,0.15,,,192.175
AAPL.OQ,2018-06-04T22:00:00.000000000Z,192.335,5060,,192.3,192.37,69,69,138,0.07,,,192.335
AAPL.OQ,2018-06-04T23:00:00.000000000Z,192.355,1548,,192.27,192.44,18,18,36,0.17,,,192.355
AAPL.OQ,2018-06-05T08:00:00.000000000Z,192.9,625,,192.75,193.05,1205,1205,2410,0.3,,,192.9
AAPL.OQ,2018-06-05T09:00:00.000000000Z,192.755,874,,192.67,192.84,46,46,92,0.17,,,192.755
AAPL.OQ,2018-06-05T10:00:00.000000000Z,192.585,3591,,192.38,192.79,53,53,106,0.41,,,192.585
AAPL.OQ,2018-06-05T11:00:00.000000000Z,193.15,9557,,193.1,193.2,163,163,326,0.1,,,193.15
AAPL.OQ,2018-06-05T12:00:00.000000000Z,192.715,12246,,192.53,192.9,256,256,512,0.37,,,192.715
AAPL.OQ,2018-06-05T13:00:00.000000000Z,192.99,832097,2606,193,193.02,21962,21962,43924,0.02,,,192.99
AAPL.OQ,2018-06-05T14:00:00.000000000Z,193.69,799388,4111,193.68,193.69,43813,43813,87626,0.01,,,193.69
AAPL.OQ,2018-06-05T15:00:00.000000000Z,193.2,525255,2981,193.19,193.21,42481,42481,84962,0.02,,,193.2
AAPL.OQ,2018-06-05T16:00:00.000000000Z,193.09,276730,1673,193.09,193.1,29703,29703,59406,0.01,,,193.09
AAPL.OQ,2018-06-05T17:00:00.000000000Z,193.06,235160,1451,193.05,193.06,29164,29164,58328,0.01,,,193.06
AAPL.OQ,2018-06-05T18:00:00.000000000Z,193.23,262789,1545,193.23,193.24,27509,27509,55018,0.01,,,193.23
AAPL.OQ,2018-06-05T19:00:00.000000000Z,193.31,958613,4894,193.31,193.32,55188,55188,110376,0.01,,,193.31
AAPL.OQ,2018-06-05T20:00:00.000000000Z,193.31,1317056,16,193.15,193.43,154,154,308,0.28,,,193.31
AAPL.OQ,2018-06-05T21:00:00.000000000Z,193.41,999,,193.35,193.47,13,13,26,0.12,,,193.41
AAPL.OQ,2018-06-05T22:00:00.000000000Z,193.285,2568,,193.22,193.35,24,24,48,0.13,,,193.285
AAPL.OQ,2018-06-05T23:00:00.000000000Z,193.275,420,,193.2,193.35,15,15,30,0.15,,,193.275
AAPL.OQ,2018-06-06T08:00:00.000000000Z,193.65,685,,193.5,193.8,1060,1060,2120,0.3,,,193.65
AAPL.OQ,2018-06-06T09:00:00.000000000Z,193.86,3455,,193.73,193.99,76,76,152,0.26,,,193.86
AAPL.OQ,2018-06-06T10:00:00.000000000Z,193.75,782,,193.51,193.99,13,13,26,0.48,,,193.75
AAPL.OQ,2018-06-06T11:00:00.000000000Z,193.925,2061,,193.85,194,60,60,120,0.15,,,193.925
AAPL.OQ,2018-06-06T12:00:00.000000000Z,193.715,7064,,193.61,193.82,150,150,300,0.21,,,193.715
AAPL.OQ,2018-06-06T13:00:00.000000000Z,193,778239,2282,192.98,193.02,22595,22595,45190,0.04,,,193
AAPL.OQ,2018-06-06T14:00:00.000000000Z,192.44,559254,3175,192.43,192.45,38750,38750,77500,0.02,,,192.44
AAPL.OQ,2018-06-06T15:00:00.000000000Z,193.08,391331,2378,193.08,193.09,39891,39891,79782,0.01,,,193.08
AAPL.OQ,2018-06-06T16:00:00.000000000Z,192.97,215481,1374,192.97,192.98,26291,26291,52582,0.01,,,192.97
AAPL.OQ,2018-06-06T17:00:00.000000000Z,192.69,208351,1246,192.69,192.7,24544,24544,49088,0.01,,,192.69
AAPL.OQ,2018-06-06T18:00:00.000000000Z,193.44,274295,1632,193.43,193.45,30351,30351,60702,0.02,,,193.44
AAPL.OQ,2018-06-06T19:00:00.000000000Z,194.05,1267126,6181,194.03,194.05,54813,54813,109626,0.02,,,194.05
AAPL.OQ,2018-06-06T20:00:00.000000000Z,193.98,2386218,4,193.8,193.98,199,199,398,0.18,,,193.98
AAPL.OQ,2018-06-06T21:00:00.000000000Z,193.895,1487,,193.81,193.98,12,12,24,0.17,,,193.895
AAPL.OQ,2018-06-06T22:00:00.000000000Z,193.815,55,,193.73,193.9,11,11,22,0.17,,,193.815
AAPL.OQ,2018-06-06T23:00:00.000000000Z,193.825,2062,,193.75,193.9,24,24,48,0.15,,,193.825
AAPL.OQ,2018-06-07T08:00:00.000000000Z,194.375,899,,194.3,194.45,99,99,198,0.15,,,194.375
AAPL.OQ,2018-06-07T09:00:00.000000000Z,194.225,88,,194,194.45,268,268,536,0.45,,,194.225
AAPL.OQ,2018-06-07T10:00:00.000000000Z,194.175,266,,194,194.35,24,24,48,0.35,,,194.175
AAPL.OQ,2018-06-07T11:00:00.000000000Z,194.04,2113,,194,194.08,174,174,348,0.08,,,194.04
AAPL.OQ,2018-06-07T12:00:00.000000000Z,194.11,1177,,193.97,194.25,341,341,682,0.28,,,194.11
AAPL.OQ,2018-06-07T13:00:00.000000000Z,193.8,686606,2409,193.79,193.81,22575,22575,45150,0.02,,,193.8
AAPL.OQ,2018-06-07T14:00:00.000000000Z,193.27,586733,3383,193.25,193.29,46358,46358,92716,0.04,,,193.27
AAPL.OQ,2018-06-07T15:00:00.000000000Z,193.31,343625,2106,193.3,193.32,40021,40021,80042,0.02,,,193.31
AAPL.OQ,2018-06-07T16:00:00.000000000Z,193.22,383521,2288,193.21,193.22,37966,37966,75932,0.01,,,193.22
AAPL.OQ,2018-06-07T17:00:00.000000000Z,192.58,496388,2911,192.58,192.59,50758,50758,101516,0.01,,,192.58
AAPL.OQ,2018-06-07T18:00:00.000000000Z,193.34,351699,2232,193.35,193.37,43710,43710,87420,0.02,,,193.34
AAPL.OQ,2018-06-07T19:00:00.000000000Z,193.48,868965,4791,193.47,193.48,63789,63789,127578,0.01,,,193.48
AAPL.OQ,2018-06-07T20:00:00.000000000Z,193.46,1771666,3,193.27,193.71,220,220,440,0.44,,,193.46
AAPL.OQ,2018-06-07T21:00:00.000000000Z,193.315,349,,193.18,193.45,7,7,14,0.27,,,193.315
AAPL.OQ,2018-06-07T22:00:00.000000000Z,193.195,2058,,193,193.39,16,16,32,0.39,,,193.195
AAPL.OQ,2018-06-07T23:00:00.000000000Z,193.355,110,,193,193.71,7,7,14,0.71,,,193.355
AAPL.OQ,2018-06-08T08:00:00.000000000Z,189.6,14110,,189.4,189.8,1486,1486,2972,0.4,,,189.6
AAPL.OQ,2018-06-08T09:00:00.000000000Z,189.175,8252,,188.85,189.5,624,624,1248,0.65,,,189.175
AAPL.OQ,2018-06-08T10:00:00.000000000Z,189.555,25649,,189.36,189.75,401,401,802,0.39,,,189.555
AAPL.OQ,2018-06-08T11:00:00.000000000Z,191.005,69289,,190.86,191.15,522,522,1044,0.29,,,191.005
AAPL.OQ,2018-06-08T12:00:00.000000000Z,190.75,46861,,190.7,190.8,593,593,1186,0.1,,,190.75
AAPL.OQ,2018-06-08T13:00:00.000000000Z,190.805,1379233,4983,190.77,190.81,39544,39544,79088,0.04,,,190.805
AAPL.OQ,2018-06-08T14:00:00.000000000Z,190.45,813742,4593,190.44,190.45,56278,56278,112556,0.01,,,190.45
AAPL.OQ,2018-06-08T15:00:00.000000000Z,190.53,452148,2886,190.52,190.54,40343,40343,80686,0.02,,,190.53
AAPL.OQ,2018-06-08T16:00:00.000000000Z,191.08,342984,2186,191.07,191.08,31190,31190,62380,0.01,,,191.08
AAPL.OQ,2018-06-08T17:00:00.000000000Z,191.14,317139,2089,191.13,191.14,26832,26832,53664,0.01,,,191.14
AAPL.OQ,2018-06-08T18:00:00.000000000Z,191.39,308044,2001,191.38,191.39,27555,27555,55110,0.01,,,191.39
AAPL.OQ,2018-06-08T19:00:00.000000000Z,191.5,1061518,5866,191.48,191.5,59448,59448,118896,0.02,,,191.5
AAPL.OQ,2018-06-08T20:00:00.000000000Z,191.7,3085486,1,191.7,192,415,415,830,0.3,,,191.7
AAPL.OQ,2018-06-08T21:00:00.000000000Z,191.85,1014,,191.81,191.89,59,59,118,0.08,,,191.85
AAPL.OQ,2018-06-08T22:00:00.000000000Z,191.905,467,,191.81,192,27,27,54,0.19,,,191.905
AAPL.OQ,2018-06-08T23:00:00.000000000Z,191.9,1175,,191.74,192.06,7,7,14,0.32,,,191.9
AAPL.OQ,2018-06-11T08:00:00.000000000Z,191.375,79,,191.05,191.7,780,780,1560,0.65,,,191.375
AAPL.OQ,2018-06-11T09:00:00.000000000Z,191.45,,,191.05,191.85,296,296,592,0.8,,,191.45
AAPL.OQ,2018-06-11T10:00:00.000000000Z,191.325,113,,191.05,191.6,134,134,268,0.55,,,191.325
AAPL.OQ,2018-06-11T11:00:00.000000000Z,191.655,2523,,191.51,191.8,903,903,1806,0.29,,,191.655
AAPL.OQ,2018-06-11T12:00:00.000000000Z,191.605,2213,,191.51,191.7,118,118,236,0.19,,,191.605
AAPL.OQ,2018-06-11T13:00:00.000000000Z,191.11,808297,3003,191.11,191.12,26032,26032,52064,0.01,,,191.11
AAPL.OQ,2018-06-11T14:00:00.000000000Z,190.525,652403,4119,190.52,190.53,67505,67505,135010,0.01,,,190.525
AAPL.OQ,2018-06-11T15:00:00.000000000Z,191.18,417340,2741,191.18,191.19,45256,45256,90512,0.01,,,191.18
AAPL.OQ,2018-06-11T16:00:00.000000000Z,191.72,372696,2191,191.71,191.73,40826,40826,81652,0.02,,,191.72
AAPL.OQ,2018-06-11T17:00:00.000000000Z,191.37,262489,1768,191.37,191.39,38863,38863,77726,0.02,,,191.37
AAPL.OQ,2018-06-11T18:00:00.000000000Z,191.39,261953,1850,191.38,191.39,33137,33137,66274,0.01,,,191.39
AAPL.OQ,2018-06-11T19:00:00.000000000Z,191.26,691707,4171,191.23,191.26,54337,54337,108674,0.03,,,191.26
AAPL.OQ,2018-06-11T20:00:00.000000000Z,191.23,1082017,1,191.16,191.49,223,223,446,0.33,,,191.23
AAPL.OQ,2018-06-11T21:00:00.000000000Z,191.25,303,,191.2,191.3,46,46,92,0.1,,,191.25
AAPL.OQ,2018-06-11T22:00:00.000000000Z,191.165,1986,,191.03,191.3,22,22,44,0.27,,,191.165
AAPL.OQ,2018-06-11T23:00:00.000000000Z,191.13,1288,,191,191.26,28,28,56,0.26,,,191.13
AAPL.OQ,2018-06-12T08:00:00.000000000Z,191.6,122,,190.1,193.1,1451,1451,2902,3,,,191.6
AAPL.OQ,2018-06-12T09:00:00.000000000Z,191.025,10,,190.65,191.4,846,846,1692,0.75,,,191.025
AAPL.OQ,2018-06-12T10:00:00.000000000Z,191.15,25,,191,191.3,880,880,1760,0.3,,,191.15
AAPL.OQ,2018-06-12T11:00:00.000000000Z,191.355,3525,,191.22,191.49,283,283,566,0.27,,,191.355
AAPL.OQ,2018-06-12T12:00:00.000000000Z,191.59,6950,,191.33,191.85,464,464,928,0.52,,,191.59
AAPL.OQ,2018-06-12T13:00:00.000000000Z,191.24,613746,2259,191.22,191.24,22163,22163,44326,0.02,,,191.24
AAPL.OQ,2018-06-12T14:00:00.000000000Z,191.49,507623,3172,191.48,191.49,41019,41019,82038,0.01,,,191.49
AAPL.OQ,2018-06-12T15:00:00.000000000Z,191.69,330589,2071,191.68,191.69,33842,33842,67684,0.01,,,191.69
AAPL.OQ,2018-06-12T16:00:00.000000000Z,191.82,287548,1721,191.82,191.83,26767,26767,53534,0.01,,,191.82
AAPL.OQ,2018-06-12T17:00:00.000000000Z,192.4,428785,2503,192.42,192.43,33172,33172,66344,0.01,,,192.4
AAPL.OQ,2018-06-12T18:00:00.000000000Z,191.31,343920,2045,191.31,191.32,30476,30476,60952,0.01,,,191.31
AAPL.OQ,2018-06-12T19:00:00.000000000Z,192.25,818877,4540,192.25,192.29,51940,51940,103880,0.04,,,192.25
AAPL.OQ,2018-06-12T20:00:00.000000000Z,192.28,1565302,1,192.27,192.4,113,113,226,0.13,,,192.28
AAPL.OQ,2018-06-12T21:00:00.000000000Z,192.3,2626,,192.2,192.4,15,15,30,0.2,,,192.3
AAPL.OQ,2018-06-12T22:00:00.000000000Z,192.21,202,,192.02,192.4,12,12,24,0.38,,,192.21
AAPL.OQ,2018-06-12T23:00:00.000000000Z,192.495,1269,,192.42,192.57,17,17,34,0.15,,,192.495
AAPL.OQ,2018-06-13T08:00:00.000000000Z,192.325,200,,191.9,192.75,538,538,1076,0.85,,,192.325
AAPL.OQ,2018-06-13T09:00:00.000000000Z,192.55,1030,,192.3,192.8,135,135,270,0.5,,,192.55
AAPL.OQ,2018-06-13T10:00:00.000000000Z,192.335,2659,,192.23,192.44,160,160,320,0.21,,,192.335
AAPL.OQ,2018-06-13T11:00:00.000000000Z,192.545,1594,,192.42,192.67,228,228,456,0.25,,,192.545
AAPL.OQ,2018-06-13T12:00:00.000000000Z,192.485,2041,,192.29,192.68,35,35,70,0.39,,,192.485
AAPL.OQ,2018-06-13T13:00:00.000000000Z,192.35,657521,2664,192.33,192.36,26300,26300,52600,0.03,,,192.35
AAPL.OQ,2018-06-13T14:00:00.000000000Z,192.5,462802,2990,192.5,192.51,47826,47826,95652,0.01,,,192.5
AAPL.OQ,2018-06-13T15:00:00.000000000Z,192.75,408281,2278,192.74,192.75,37747,37747,75494,0.01,,,192.75
AAPL.OQ,2018-06-13T16:00:00.000000000Z,192.18,332774,2002,192.17,192.19,30973,30973,61946,0.02,,,192.18
AAPL.OQ,2018-06-13T17:00:00.000000000Z,192.18,240275,1496,192.17,192.19,25911,25911,51822,0.02,,,192.18
AAPL.OQ,2018-06-13T18:00:00.000000000Z,191.47,893520,4862,191.46,191.47,54907,54907,109814,0.01,,,191.47
AAPL.OQ,2018-06-13T19:00:00.000000000Z,190.71,1451910,7830,190.7,190.71,80736,80736,161472,0.01,,,190.71
AAPL.OQ,2018-06-13T20:00:00.000000000Z,190.7,2679758,1,190.6,190.7,109,109,218,0.1,,,190.7
AAPL.OQ,2018-06-13T21:00:00.000000000Z,190.67,523,,190.64,190.7,27,27,54,0.06,,,190.67
AAPL.OQ,2018-06-13T22:00:00.000000000Z,190.66,2779,,190.62,190.7,24,24,48,0.08,,,190.66
AAPL.OQ,2018-06-13T23:00:00.000000000Z,190.695,440,,190.57,190.82,17,17,34,0.25,,,190.695
AAPL.OQ,2018-06-14T08:00:00.000000000Z,190.65,99,,190.35,190.95,119,119,238,0.6,,,190.65
AAPL.OQ,2018-06-14T09:00:00.000000000Z,190.425,77,,190.35,190.5,40,40,80,0.15,,,190.425
AAPL.OQ,2018-06-14T10:00:00.000000000Z,190.445,921,,190.2,190.69,196,196,392,0.49,,,190.445
AAPL.OQ,2018-06-14T11:00:00.000000000Z,191.015,579,,190.73,191.3,110,110,220,0.57,,,191.015
AAPL.OQ,2018-06-14T12:00:00.000000000Z,191.295,13485,,191.15,191.44,241,241,482,0.29,,,191.295
AAPL.OQ,2018-06-14T13:00:00.000000000Z,190.63,921146,4486,190.61,190.64,40015,40015,80030,0.03,,,190.63
AAPL.OQ,2018-06-14T14:00:00.000000000Z,190.53,847997,5009,190.53,190.54,65794,65794,131588,0.01,,,190.53
AAPL.OQ,2018-06-14T15:00:00.000000000Z,191.11,527172,3177,191.1,191.12,52691,52691,105382,0.02,,,191.11
AAPL.OQ,2018-06-14T16:00:00.000000000Z,190.76,368450,2272,190.76,190.77,37761,37761,75522,0.01,,,190.76
AAPL.OQ,2018-06-14T17:00:00.000000000Z,190.99,334196,1993,190.95,190.98,37974,37974,75948,0.03,,,190.99
AAPL.OQ,2018-06-14T18:00:00.000000000Z,190.6,334640,1959,190.6,190.62,34997,34997,69994,0.02,,,190.6
AAPL.OQ,2018-06-14T19:00:00.000000000Z,190.81,1306601,6925,190.8,190.81,73356,73356,146712,0.01,,,190.81
AAPL.OQ,2018-06-14T20:00:00.000000000Z,190.8,2350403,1,190.8,191,166,166,332,0.2,,,190.8
AAPL.OQ,2018-06-14T21:00:00.000000000Z,190.815,318,,190.71,190.92,22,22,44,0.21,,,190.815
AAPL.OQ,2018-06-14T22:00:00.000000000Z,190.67,175,,190.5,190.84,12,12,24,0.34,,,190.67
AAPL.OQ,2018-06-14T23:00:00.000000000Z,190.625,409,,190.5,190.75,18,18,36,0.25,,,190.625
AAPL.OQ,2018-06-15T08:00:00.000000000Z,190.71,486,,190.17,191.25,4812,4812,9624,1.08,,,190.71
