#RIC,Date-Time,Price,Volume,Numberoftrades,Bidprice,Ask Price,NumberofBid,NumberofAsk,Depth,Spread,,,
AAPL.OQ,2015-01-05T18:00:00.000000000Z,106.41,838857,7340,106.4,106.41,108189,108189,216378,0.01,,,106.41
AAPL.OQ,2015-01-05T19:00:00.000000000Z,105.63,1676996,12377,105.62,105.64,159837,159837,319674,0.02,,,105.63
AAPL.OQ,2015-01-05T20:00:00.000000000Z,106.24,2476347,17256,106.24,106.25,194753,194753,389506,0.01,,,106.24
AAPL.OQ,2015-01-05T21:00:00.000000000Z,106.55,7409144,112,106.4,106.6,218,218,436,0.2,,,106.55
AAPL.OQ,2015-01-05T22:00:00.000000000Z,106.38,3529,27,106.37,106.44,49,49,98,0.07,,,106.38
AAPL.OQ,2015-01-05T23:00:00.000000000Z,106.36,2845,23,106.33,106.53,38,38,76,0.2,,,106.36
AAPL.OQ,2015-01-06T00:00:00.000000000Z,106.3,10051,35,106.3,106.4,64,64,128,0.1,,,106.3
AAPL.OQ,2015-01-06T09:00:00.000000000Z,106,7370,16,106,106.05,39,39,78,0.05,,,106
AAPL.OQ,2015-01-06T10:00:00.000000000Z,106,3406,20,106,106.05,31,31,62,0.05,,,106
AAPL.OQ,2015-01-06T11:00:00.000000000Z,106.9,5368,35,106.68,106.97,74,74,148,0.29,,,106.9
AAPL.OQ,2015-01-06T12:00:00.000000000Z,106.8,4774,43,106.72,106.79,204,204,408,0.07,,,106.8
AAPL.OQ,2015-01-06T13:00:00.000000000Z,106.34,53448,264,106.28,106.36,929,929,1858,0.08,,,106.34
AAPL.OQ,2015-01-06T14:00:00.000000000Z,105.65,1738683,9447,105.63,105.64,60017,60017,120034,0.01,,,105.65
AAPL.OQ,2015-01-06T15:00:00.000000000Z,106.09,2296378,16412,106.09,106.1,185666,185666,371332,0.01,,,106.09
AAPL.OQ,2015-01-06T16:00:00.000000000Z,105.29,2187927,15772,105.28,105.29,187816,187816,375632,0.01,,,105.29
AAPL.OQ,2015-01-06T17:00:00.000000000Z,106.33,1764265,13011,106.32,106.33,176120,176120,352240,0.01,,,106.33
AAPL.OQ,2015-01-06T18:00:00.000000000Z,106.41,1582686,11609,106.4,106.41,190939,190939,381878,0.01,,,106.41
AAPL.OQ,2015-01-06T19:00:00.000000000Z,106.82,2078301,14988,106.81,106.82,246886,246886,493772,0.01,,,106.82
AAPL.OQ,2015-01-06T20:00:00.000000000Z,106.24,3207031,21848,106.23,106.25,278349,278349,556698,0.02,,,106.24
AAPL.OQ,2015-01-06T21:00:00.000000000Z,106.29,1138327,189,106.17,106.3,327,327,654,0.13,,,106.29
AAPL.OQ,2015-01-06T22:00:00.000000000Z,106.25,624,10,106.28,106.39,41,41,82,0.11,,,106.25
AAPL.OQ,2015-01-06T23:00:00.000000000Z,106.37,3741,26,106.37,106.39,53,53,106,0.02,,,106.37
AAPL.OQ,2015-01-07T00:00:00.000000000Z,106.58,12885,68,106.58,106.61,127,127,254,0.03,,,106.58
AAPL.OQ,2015-01-07T09:00:00.000000000Z,106.74,490,7,106.51,106.74,45,45,90,0.23,,,106.74
AAPL.OQ,2015-01-07T10:00:00.000000000Z,106.96,702,5,106.97,107.16,32,32,64,0.19,,,106.96
AAPL.OQ,2015-01-07T11:00:00.000000000Z,106.8,4538,29,106.56,106.89,80,80,160,0.33,,,106.8
AAPL.OQ,2015-01-07T12:00:00.000000000Z,107.1,19077,105,107.06,107.15,307,307,614,0.09,,,107.1
AAPL.OQ,2015-01-07T13:00:00.000000000Z,106.95,52861,332,106.91,107,812,812,1624,0.09,,,106.95
AAPL.OQ,2015-01-07T14:00:00.000000000Z,107.82,2081482,10513,107.83,107.84,70488,70488,140976,0.01,,,107.82
AAPL.OQ,2015-01-07T15:00:00.000000000Z,107.84,1660242,12334,107.83,107.85,169411,169411,338822,0.02,,,107.84
AAPL.OQ,2015-01-07T16:00:00.000000000Z,107.96,1246861,9259,107.95,107.96,158649,158649,317298,0.01,,,107.96
AAPL.OQ,2015-01-07T17:00:00.000000000Z,107.79,893726,6604,107.78,107.79,129568,129568,259136,0.01,,,107.79
AAPL.OQ,2015-01-07T18:00:00.000000000Z,107.8,742339,5927,107.8,107.81,105553,105553,211106,0.01,,,107.8
AAPL.OQ,2015-01-07T19:00:00.000000000Z,107.45,949919,7483,107.44,107.45,148946,148946,297892,0.01,,,107.45
AAPL.OQ,2015-01-07T20:00:00.000000000Z,107.75,1463742,9844,107.74,107.75,146976,146976,293952,0.01,,,107.75
AAPL.OQ,2015-01-07T21:00:00.000000000Z,107.9,1405484,101,107.84,107.95,179,179,358,0.11,,,107.9
AAPL.OQ,2015-01-07T22:00:00.000000000Z,108.15,24105,72,107.98,108.16,96,96,192,0.18,,,108.15
AAPL.OQ,2015-01-07T23:00:00.000000000Z,108.1,4860,34,108.03,108.15,41,41,82,0.12,,,108.1
AAPL.OQ,2015-01-08T00:00:00.000000000Z,108.15,9754,46,108.11,108.15,82,82,164,0.04,,,108.15
AAPL.OQ,2015-01-08T09:00:00.000000000Z,108.7,3804,14,108.6,108.9,46,46,92,0.3,,,108.7
AAPL.OQ,2015-01-08T10:00:00.000000000Z,108.77,2564,14,108.75,108.77,23,23,46,0.02,,,108.77
AAPL.OQ,2015-01-08T11:00:00.000000000Z,109.1,18418,65,108.97,109.05,116,116,232,0.08,,,109.1
AAPL.OQ,2015-01-08T12:00:00.000000000Z,108.99,31073,131,108.94,108.99,263,263,526,0.05,,,108.99
AAPL.OQ,2015-01-08T13:00:00.000000000Z,108.99,45059,215,108.96,108.99,527,527,1054,0.03,,,108.99
AAPL.OQ,2015-01-08T14:00:00.000000000Z,109.84,2169460,10060,109.84,109.86,79501,79501,159002,0.02,,,109.84
AAPL.OQ,2015-01-08T15:00:00.000000000Z,110.32,1914079,13944,110.32,110.33,151446,151446,302892,0.01,,,110.32
AAPL.OQ,2015-01-08T16:00:00.000000000Z,111.48,1968011,14678,111.47,111.49,148603,148603,297206,0.02,,,111.48
AAPL.OQ,2015-01-08T17:00:00.000000000Z,111.45,1072791,8214,111.44,111.45,88743,88743,177486,0.01,,,111.45
AAPL.OQ,2015-01-08T18:00:00.000000000Z,111.6,1484339,12245,111.6,111.61,124563,124563,249126,0.01,,,111.6
AAPL.OQ,2015-01-08T19:00:00.000000000Z,111.94,1102318,9179,111.93,111.94,112683,112683,225366,0.01,,,111.94
AAPL.OQ,2015-01-08T20:00:00.000000000Z,111.87,2621067,17857,111.86,111.89,151914,151914,303828,0.03,,,111.87
AAPL.OQ,2015-01-08T21:00:00.000000000Z,112,2308214,123,111.98,112.05,235,235,470,0.07,,,112
AAPL.OQ,2015-01-08T22:00:00.000000000Z,112.15,25479,121,112.02,112.15,171,171,342,0.13,,,112.15
AAPL.OQ,2015-01-08T23:00:00.000000000Z,112.48,13311,86,112.25,112.5,114,114,228,0.25,,,112.48
AAPL.OQ,2015-01-09T00:00:00.000000000Z,112.35,9908,61,112.32,112.35,96,96,192,0.03,,,112.35
AAPL.OQ,2015-01-09T09:00:00.000000000Z,112.15,3068,33,111.56,112.12,80,80,160,0.56,,,112.15
AAPL.OQ,2015-01-09T10:00:00.000000000Z,112.15,4672,28,112.02,112.15,49,49,98,0.13,,,112.15
AAPL.OQ,2015-01-09T11:00:00.000000000Z,111.93,5561,25,111.91,112,57,57,114,0.09,,,111.93
AAPL.OQ,2015-01-09T12:00:00.000000000Z,111.85,9442,41,111.83,111.99,68,68,136,0.16,,,111.85
AAPL.OQ,2015-01-09T13:00:00.000000000Z,112.59,109836,559,112.51,112.59,1237,1237,2474,0.08,,,112.59
AAPL.OQ,2015-01-09T14:00:00.000000000Z,112.23,3013995,17264,112.17,112.24,117641,117641,235282,0.07,,,112.23
AAPL.OQ,2015-01-09T15:00:00.000000000Z,111.36,2504422,20014,111.35,111.36,258413,258413,516826,0.01,,,111.36
AAPL.OQ,2015-01-09T16:00:00.000000000Z,111.13,1474611,12445,111.13,111.14,205768,205768,411536,0.01,,,111.13
AAPL.OQ,2015-01-09T17:00:00.000000000Z,111.15,853951,7435,111.14,111.15,128328,128328,256656,0.01,,,111.15
AAPL.OQ,2015-01-09T18:00:00.000000000Z,111.51,788731,6208,111.5,111.51,98554,98554,197108,0.01,,,111.51
AAPL.OQ,2015-01-09T19:00:00.000000000Z,112.25,1047493,7935,112.25,112.26,111401,111401,222802,0.01,,,112.25
AAPL.OQ,2015-01-09T20:00:00.000000000Z,112,2614961,16604,112,112.01,175266,175266,350532,0.01,,,112
AAPL.OQ,2015-01-09T21:00:00.000000000Z,112,1441106,134,111.98,112,242,242,484,0.02,,,112
AAPL.OQ,2015-01-09T22:00:00.000000000Z,111.96,23214,60,111.96,111.99,101,101,202,0.03,,,111.96
AAPL.OQ,2015-01-09T23:00:00.000000000Z,111.96,6335,44,111.95,112.05,53,53,106,0.1,,,111.96
AAPL.OQ,2015-01-10T00:00:00.000000000Z,111.91,5807,31,111.91,111.95,49,49,98,0.04,,,111.91
AAPL.OQ,2015-01-12T09:00:00.000000000Z,113.2,2037,23,112.23,113.2,39,39,78,0.97,,,113.2
AAPL.OQ,2015-01-12T10:00:00.000000000Z,112.7,2823,14,112.55,112.79,39,39,78,0.24,,,112.7
AAPL.OQ,2015-01-12T11:00:00.000000000Z,112.55,2655,20,112.51,112.61,36,36,72,0.1,,,112.55
AAPL.OQ,2015-01-12T12:00:00.000000000Z,112.49,10466,47,112.49,112.54,125,125,250,0.05,,,112.49
AAPL.OQ,2015-01-12T13:00:00.000000000Z,112.13,97719,357,112.13,112.15,1155,1155,2310,0.02,,,112.13
AAPL.OQ,2015-01-12T14:00:00.000000000Z,110.52,2217900,13701,110.51,110.52,111807,111807,223614,0.01,,,110.52
AAPL.OQ,2015-01-12T15:00:00.000000000Z,110.63,2219978,17066,110.62,110.64,197280,197280,394560,0.02,,,110.63
AAPL.OQ,2015-01-12T16:00:00.000000000Z,110.05,1054187,8288,110.04,110.05,118598,118598,237196,0.01,,,110.05
AAPL.OQ,2015-01-12T17:00:00.000000000Z,109.73,793879,6386,109.72,109.74,94556,94556,189112,0.02,,,109.73
AAPL.OQ,2015-01-12T18:00:00.000000000Z,109.19,1282161,9330,109.17,109.19,91238,91238,182476,0.02,,,109.19
AAPL.OQ,2015-01-12T19:00:00.000000000Z,109.26,891478,7281,109.26,109.27,78191,78191,156382,0.01,,,109.26
AAPL.OQ,2015-01-12T20:00:00.000000000Z,109.26,2214381,14948,109.25,109.26,127114,127114,254228,0.01,,,109.26
AAPL.OQ,2015-01-12T21:00:00.000000000Z,109.33,1044719,93,109.35,109.39,182,182,364,0.04,,,109.33
AAPL.OQ,2015-01-12T22:00:00.000000000Z,109.3,12341,33,109.3,109.34,41,41,82,0.04,,,109.3
AAPL.OQ,2015-01-12T23:00:00.000000000Z,109.32,2452,12,109.3,109.35,36,36,72,0.05,,,109.32
AAPL.OQ,2015-01-13T00:00:00.000000000Z,109.3,4057,28,109.3,109.35,63,63,126,0.05,,,109.3
AAPL.OQ,2015-01-13T09:00:00.000000000Z,110.74,20030,88,110.16,110.8,187,187,374,0.64,,,110.74
AAPL.OQ,2015-01-13T10:00:00.000000000Z,110.7,4703,20,110.16,110.71,44,44,88,0.55,,,110.7
AAPL.OQ,2015-01-13T11:00:00.000000000Z,110.84,2059,22,110.16,110.85,86,86,172,0.69,,,110.84
AAPL.OQ,2015-01-13T12:00:00.000000000Z,110.77,51487,121,110.77,110.8,327,327,654,0.03,,,110.77
AAPL.OQ,2015-01-13T13:00:00.000000000Z,110.68,61148,332,110.66,110.68,984,984,1968,0.02,,,110.68
AAPL.OQ,2015-01-13T14:00:00.000000000Z,111.98,2942116,15648,111.98,111.99,112909,112909,225818,0.01,,,111.98
AAPL.OQ,2015-01-13T15:00:00.000000000Z,112.695,2110609,15542,112.69,112.7,143190,143190,286380,0.01,,,112.695
AAPL.OQ,2015-01-13T16:00:00.000000000Z,111.97,1493479,12131,111.97,111.98,130538,130538,261076,0.01,,,111.97
AAPL.OQ,2015-01-13T17:00:00.000000000Z,111.3,1472443,10943,111.29,111.31,139138,139138,278276,0.02,,,111.3
AAPL.OQ,2015-01-13T18:00:00.000000000Z,110.01,2128143,15687,110.02,110.04,212853,212853,425706,0.02,,,110.01
AAPL.OQ,2015-01-13T19:00:00.000000000Z,109.74,2462858,17873,109.74,109.75,263950,263950,527900,0.01,,,109.74
AAPL.OQ,2015-01-13T20:00:00.000000000Z,110.225,2515409,18133,110.22,110.23,244858,244858,489716,0.01,,,110.225
AAPL.OQ,2015-01-13T21:00:00.000000000Z,110.39,1642871,84,110.31,110.39,202,202,404,0.08,,,110.39
AAPL.OQ,2015-01-13T22:00:00.000000000Z,110.43,9385,51,110.34,110.43,93,93,186,0.09,,,110.43
AAPL.OQ,2015-01-13T23:00:00.000000000Z,110.4,10780,35,110.31,110.48,70,70,140,0.17,,,110.4
AAPL.OQ,2015-01-14T00:00:00.000000000Z,110.25,4585,18,110.26,110.39,39,39,78,0.13,,,110.25
AAPL.OQ,2015-01-14T09:00:00.000000000Z,110.04,3595,16,110.06,111.5,54,54,108,1.44,,,110.04
AAPL.OQ,2015-01-14T10:00:00.000000000Z,110.2,5414,33,110.25,110.62,112,112,224,0.37,,,110.2
AAPL.OQ,2015-01-14T11:00:00.000000000Z,110.19,1666,9,110.16,110.3,32,32,64,0.14,,,110.19
AAPL.OQ,2015-01-14T12:00:00.000000000Z,109.85,12514,55,109.81,109.9,179,179,358,0.09,,,109.85
AAPL.OQ,2015-01-14T13:00:00.000000000Z,108.88,136995,773,108.88,108.95,2663,2663,5326,0.07,,,108.88
AAPL.OQ,2015-01-14T14:00:00.000000000Z,109.75,2104023,10186,109.7,109.75,91158,91158,182316,0.05,,,109.75
AAPL.OQ,2015-01-14T15:00:00.000000000Z,109.59,1634041,13176,109.59,109.6,218015,218015,436030,0.01,,,109.59
AAPL.OQ,2015-01-14T16:00:00.000000000Z,109.13,1298628,10337,109.13,109.14,163060,163060,326120,0.01,,,109.13
AAPL.OQ,2015-01-14T17:00:00.000000000Z,109.09,944664,7841,109.09,109.1,134369,134369,268738,0.01,,,109.09
AAPL.OQ,2015-01-14T18:00:00.000000000Z,108.92,1010189,7750,108.92,108.93,121329,121329,242658,0.01,,,108.92
AAPL.OQ,2015-01-14T19:00:00.000000000Z,109.09,1478493,11288,109.09,109.1,187154,187154,374308,0.01,,,109.09
AAPL.OQ,2015-01-14T20:00:00.000000000Z,109.8,2279794,15195,109.78,109.8,187600,187600,375200,0.02,,,109.8
AAPL.OQ,2015-01-14T21:00:00.000000000Z,109.98,2773412,99,109.93,110,197,197,394,0.07,,,109.98
AAPL.OQ,2015-01-14T22:00:00.000000000Z,109.97,11423,30,109.92,109.99,72,72,144,0.07,,,109.97
AAPL.OQ,2015-01-14T23:00:00.000000000Z,110.13,10026,55,110.13,110.18,117,117,234,0.05,,,110.13
AAPL.OQ,2015-01-15T00:00:00.000000000Z,109.98,25798,59,109.95,110.09,100,100,200,0.14,,,109.98
AAPL.OQ,2015-01-15T09:00:00.000000000Z,109.7,15375,45,108.65,109.66,116,116,232,1.01,,,109.7
AAPL.OQ,2015-01-15T10:00:00.000000000Z,109.24,10973,76,109.24,109.3,176,176,352,0.06,,,109.24
AAPL.OQ,2015-01-15T11:00:00.000000000Z,108.93,18192,81,108.75,109.16,180,180,360,0.41,,,108.93
AAPL.OQ,2015-01-15T12:00:00.000000000Z,109.2,38924,137,109.1,109.34,433,433,866,0.24,,,109.2
AAPL.OQ,2015-01-15T13:00:00.000000000Z,110.03,77974,356,109.94,110.01,1678,1678,3356,0.07,,,110.03
AAPL.OQ,2015-01-15T14:00:00.000000000Z,107.8,2939897,15993,107.77,107.8,126597,126597,253194,0.03,,,107.8
AAPL.OQ,2015-01-15T15:00:00.000000000Z,108.05,2482460,18625,108.05,108.06,226762,226762,453524,0.01,,,108.05
AAPL.OQ,2015-01-15T16:00:00.000000000Z,107.13,2294343,16867,107.12,107.13,204719,204719,409438,0.01,,,107.13
AAPL.OQ,2015-01-15T17:00:00.000000000Z,106.99,1446448,11006,106.99,107.01,169232,169232,338464,0.02,,,106.99
AAPL.OQ,2015-01-15T18:00:00.000000000Z,107.1,1196117,9230,107.09,107.1,140556,140556,281112,0.01,,,107.1
AAPL.OQ,2015-01-15T19:00:00.000000000Z,107.76,1275677,10189,107.75,107.76,144185,144185,288370,0.01,,,107.76
AAPL.OQ,2015-01-15T20:00:00.000000000Z,106.83,2620638,18618,106.82,106.84,171552,171552,343104,0.02,,,106.83
AAPL.OQ,2015-01-15T21:00:00.000000000Z,106.82,2177484,205,106.82,107,427,427,854,0.18,,,106.82
AAPL.OQ,2015-01-15T22:00:00.000000000Z,106.85,27257,89,106.69,106.86,133,133,266,0.17,,,106.85
AAPL.OQ,2015-01-15T23:00:00.000000000Z,106.66,7193,52,106.66,106.7,93,93,186,0.04,,,106.66
AAPL.OQ,2015-01-16T00:00:00.000000000Z,106.2,67984,247,106.11,106.2,349,349,698,0.09,,,106.2
AAPL.OQ,2015-01-16T09:00:00.000000000Z,106.01,4455,13,106.12,106.68,60,60,120,0.56,,,106.01
AAPL.OQ,2015-01-16T10:00:00.000000000Z,106.25,6950,25,106.02,106.49,133,133,266,0.47,,,106.25
AAPL.OQ,2015-01-16T11:00:00.000000000Z,106.7,3141,17,106.44,106.88,77,77,154,0.44,,,106.7
AAPL.OQ,2015-01-16T12:00:00.000000000Z,106.4,10374,44,106.37,106.49,180,180,360,0.12,,,106.4
AAPL.OQ,2015-01-16T13:00:00.000000000Z,107.01,47849,213,106.99,107.09,673,673,1346,0.1,,,107.01
AAPL.OQ,2015-01-16T14:00:00.000000000Z,106.2,4211029,11779,106.19,106.2,80898,80898,161796,0.01,,,106.2
AAPL.OQ,2015-01-16T15:00:00.000000000Z,106.47,2389350,18971,106.46,106.48,229536,229536,459072,0.02,,,106.47
AAPL.OQ,2015-01-16T16:00:00.000000000Z,105.51,2036377,15309,105.5,105.51,159097,159097,318194,0.01,,,105.51
AAPL.OQ,2015-01-16T17:00:00.000000000Z,105.83,1769972,12436,105.83,105.84,120562,120562,241124,0.01,,,105.83
AAPL.OQ,2015-01-16T18:00:00.000000000Z,105.85,1117793,8643,105.85,105.86,95244,95244,190488,0.01,,,105.85
AAPL.OQ,2015-01-16T19:00:00.000000000Z,105.81,1353784,9457,105.8,105.81,90390,90390,180780,0.01,,,105.81
AAPL.OQ,2015-01-16T20:00:00.000000000Z,105.98,3340568,18799,105.97,106,133737,133737,267474,0.03,,,105.98
AAPL.OQ,2015-01-16T21:00:00.000000000Z,106,3870441,295,106,106.04,485,485,970,0.04,,,106
AAPL.OQ,2015-01-16T22:00:00.000000000Z,105.99,22049,67,105.98,105.99,97,97,194,0.01,,,105.99
AAPL.OQ,2015-01-16T23:00:00.000000000Z,106.02,6182,14,105.98,106.1,20,20,40,0.12,,,106.02
AAPL.OQ,2015-01-17T00:00:00.000000000Z,105.98,2416,19,105.98,106.04,32,32,64,0.06,,,105.98
AAPL.OQ,2015-01-20T09:00:00.000000000Z,106.68,4024,18,106.68,106.89,70,70,140,0.21,,,106.68
AAPL.OQ,2015-01-20T10:00:00.000000000Z,106.92,2540,14,106.82,107.15,38,38,76,0.33,,,106.92
AAPL.OQ,2015-01-20T11:00:00.000000000Z,107.18,11796,46,106.91,107.26,66,66,132,0.35,,,107.18
AAPL.OQ,2015-01-20T12:00:00.000000000Z,107.5,33558,171,107.42,107.52,343,343,686,0.1,,,107.5
AAPL.OQ,2015-01-20T13:00:00.000000000Z,107.25,85451,369,107.21,107.25,826,826,1652,0.04,,,107.25
AAPL.OQ,2015-01-20T14:00:00.000000000Z,107.34,2783700,12897,107.33,107.4,100377,100377,200754,0.07,,,107.34
AAPL.OQ,2015-01-20T15:00:00.000000000Z,106.69,1586431,12378,106.68,106.69,169484,169484,338968,0.01,,,106.69
AAPL.OQ,2015-01-20T16:00:00.000000000Z,107.07,1082953,9226,107.05,107.07,134260,134260,268520,0.02,,,107.07
AAPL.OQ,2015-01-20T17:00:00.000000000Z,107.53,616257,5155,107.53,107.54,88041,88041,176082,0.01,,,107.53
AAPL.OQ,2015-01-20T18:00:00.000000000Z,107.68,711989,6396,107.68,107.69,109294,109294,218588,0.01,,,107.68
AAPL.OQ,2015-01-20T19:00:00.000000000Z,108.49,1295539,9774,108.49,108.5,111713,111713,223426,0.01,,,108.49
AAPL.OQ,2015-01-20T20:00:00.000000000Z,108.71,2250094,12766,108.7,108.72,126054,126054,252108,0.02,,,108.71
AAPL.OQ,2015-01-20T21:00:00.000000000Z,109.05,4563399,217,109,109.05,369,369,738,0.05,,,109.05
AAPL.OQ,2015-01-20T22:00:00.000000000Z,109.18,19640,71,109.17,109.2,113,113,226,0.03,,,109.18
AAPL.OQ,2015-01-20T23:00:00.000000000Z,109.22,14114,52,109.1,109.23,78,78,156,0.13,,,109.22
AAPL.OQ,2015-01-21T00:00:00.000000000Z,109.18,6253,39,109.1,109.18,66,66,132,0.08,,,109.18
AAPL.OQ,2015-01-21T09:00:00.000000000Z,109.01,4739,20,108.99,109.18,373,373,746,0.19,,,109.01
AAPL.OQ,2015-01-21T10:00:00.000000000Z,108.92,1875,12,108.92,109.18,23,23,46,0.26,,,108.92
AAPL.OQ,2015-01-21T11:00:00.000000000Z,108.99,6144,37,108.99,109.05,72,72,144,0.06,,,108.99
AAPL.OQ,2015-01-21T12:00:00.000000000Z,108.73,26642,105,108.73,108.79,255,255,510,0.06,,,108.73
AAPL.OQ,2015-01-21T13:00:00.000000000Z,109.25,62030,299,109.23,109.29,759,759,1518,0.06,,,109.25
AAPL.OQ,2015-01-21T14:00:00.000000000Z,109.04,2166417,13628,109.01,109.04,128041,128041,256082,0.03,,,109.04
AAPL.OQ,2015-01-21T15:00:00.000000000Z,110.83,2575205,17538,110.83,110.84,202194,202194,404388,0.01,,,110.83
AAPL.OQ,2015-01-21T16:00:00.000000000Z,110.56,1421173,10172,110.56,110.57,145646,145646,291292,0.01,,,110.56
AAPL.OQ,2015-01-21T17:00:00.000000000Z,109.98,929203,6379,109.97,109.98,84814,84814,169628,0.01,,,109.98
AAPL.OQ,2015-01-21T18:00:00.000000000Z,109.41,896611,6999,109.41,109.42,105006,105006,210012,0.01,,,109.41
AAPL.OQ,2015-01-21T19:00:00.000000000Z,110.11,1092234,7957,110.11,110.12,121856,121856,243712,0.01,,,110.11
AAPL.OQ,2015-01-21T20:00:00.000000000Z,109.55,1881211,11835,109.52,109.56,138751,138751,277502,0.04,,,109.55
AAPL.OQ,2015-01-21T21:00:00.000000000Z,109.53,1436613,74,109.5,109.56,232,232,464,0.06,,,109.53
AAPL.OQ,2015-01-21T22:00:00.000000000Z,109.55,7582,18,109.51,109.58,44,44,88,0.07,,,109.55
AAPL.OQ,2015-01-21T23:00:00.000000000Z,109.4,3336,35,109.35,109.59,56,56,112,0.24,,,109.4
AAPL.OQ,2015-01-22T00:00:00.000000000Z,109.43,3907,30,109.37,109.39,55,55,110,0.02,,,109.43
AAPL.OQ,2015-01-22T09:00:00.000000000Z,109.6,2100,12,109.55,109.93,97,97,194,0.38,,,109.6
AAPL.OQ,2015-01-22T10:00:00.000000000Z,109.86,467,5,109.55,109.86,17,17,34,0.31,,,109.86
AAPL.OQ,2015-01-22T11:00:00.000000000Z,109.59,6316,37,109.2,109.66,104,104,208,0.46,,,109.59
AAPL.OQ,2015-01-22T12:00:00.000000000Z,109.95,33471,128,109.87,110.03,291,291,582,0.16,,,109.95
AAPL.OQ,2015-01-22T13:00:00.000000000Z,110.02,81599,380,110.02,110.11,1644,1644,3288,0.09,,,110.02
AAPL.OQ,2015-01-22T14:00:00.000000000Z,110.16,2396516,12758,110.16,110.18,124847,124847,249694,0.02,,,110.16
AAPL.OQ,2015-01-22T15:00:00.000000000Z,111.25,2047110,13902,111.23,111.25,215998,215998,431996,0.02,,,111.25
AAPL.OQ,2015-01-22T16:00:00.000000000Z,111.56,1496383,10945,111.55,111.56,141363,141363,282726,0.01,,,111.56
AAPL.OQ,2015-01-22T17:00:00.000000000Z,111.31,949175,6936,111.29,111.3,119396,119396,238792,0.01,,,111.31
AAPL.OQ,2015-01-22T18:00:00.000000000Z,111.48,532973,4014,111.47,111.48,85475,85475,170950,0.01,,,111.48
AAPL.OQ,2015-01-22T19:00:00.000000000Z,111.89,1073326,7487,111.89,111.9,112624,112624,225248,0.01,,,111.89
AAPL.OQ,2015-01-22T20:00:00.000000000Z,112.4,6594352,16274,112.38,112.4,155862,155862,311724,0.02,,,112.4
AAPL.OQ,2015-01-22T21:00:00.000000000Z,112.36,24848,102,112.33,112.44,220,220,440,0.11,,,112.36
AAPL.OQ,2015-01-22T22:00:00.000000000Z,112.35,11704,49,112.35,112.39,76,76,152,0.04,,,112.35
AAPL.OQ,2015-01-22T23:00:00.000000000Z,112.21,10013,44,112.18,112.33,79,79,158,0.15,,,112.21
AAPL.OQ,2015-01-23T00:00:00.000000000Z,112.22,3085,26,112.16,112.28,38,38,76,0.12,,,112.22
AAPL.OQ,2015-01-23T09:00:00.000000000Z,112.3,6571,37,112.2,112.31,72,72,144,0.11,,,112.3
AAPL.OQ,2015-01-23T10:00:00.000000000Z,112.27,3962,20,112.17,112.38,43,43,86,0.21,,,112.27
AAPL.OQ,2015-01-23T11:00:00.000000000Z,112.2,5248,17,112.2,112.39,34,34,68,0.19,,,112.2
AAPL.OQ,2015-01-23T12:00:00.000000000Z,112.56,33011,139,112.55,112.56,212,212,424,0.01,,,112.56
AAPL.OQ,2015-01-23T13:00:00.000000000Z,112.29,63829,343,112.23,112.28,1136,1136,2272,0.05,,,112.29
AAPL.OQ,2015-01-23T14:00:00.000000000Z,112.65,2125025,10506,112.66,112.68,91236,91236,182472,0.02,,,112.65
AAPL.OQ,2015-01-23T15:00:00.000000000Z,112.12,1137837,9537,112.11,112.12,122551,122551,245102,0.01,,,112.12
AAPL.OQ,2015-01-23T16:00:00.000000000Z,112.8,848426,6908,112.79,112.8,97315,97315,194630,0.01,,,112.8
AAPL.OQ,2015-01-23T17:00:00.000000000Z,112.95,713524,5623,112.95,112.96,90572,90572,181144,0.01,,,112.95
AAPL.OQ,2015-01-23T18:00:00.000000000Z,113.61,1260770,9130,113.6,113.62,109344,109344,218688,0.02,,,113.61
AAPL.OQ,2015-01-23T19:00:00.000000000Z,113.105,1072820,8580,113.1,113.11,99118,99118,198236,0.01,,,113.105
AAPL.OQ,2015-01-23T20:00:00.000000000Z,112.99,2057403,13083,112.98,112.99,116781,116781,233562,0.01,,,112.99
AAPL.OQ,2015-01-23T21:00:00.000000000Z,112.84,1732165,216,112.73,112.95,369,369,738,0.22,,,112.84
AAPL.OQ,2015-01-23T22:00:00.000000000Z,112.87,5776,29,112.85,112.89,49,49,98,0.04,,,112.87
AAPL.OQ,2015-01-23T23:00:00.000000000Z,112.85,2314,14,112.65,112.9,27,27,54,0.25,,,112.85
AAPL.OQ,2015-01-24T00:00:00.000000000Z,112.94,3544,26,112.86,112.96,54,54,108,0.1,,,112.94
AAPL.OQ,2015-01-26T09:00:00.000000000Z,113.58,20802,48,113.27,113.43,224,224,448,0.16,,,113.58
AAPL.OQ,2015-01-26T10:00:00.000000000Z,113.35,4007,28,113.27,113.41,58,58,116,0.14,,,113.35
AAPL.OQ,2015-01-26T11:00:00.000000000Z,113.27,7056,40,113.27,113.45,877,877,1754,0.18,,,113.27
AAPL.OQ,2015-01-26T12:00:00.000000000Z,113.94,36112,157,113.89,113.95,315,315,630,0.06,,,113.94
AAPL.OQ,2015-01-26T13:00:00.000000000Z,113.91,75178,441,113.92,113.93,1042,1042,2084,0.01,,,113.91
AAPL.OQ,2015-01-26T14:00:00.000000000Z,113.67,2094765,11167,113.67,113.69,76897,76897,153794,0.02,,,113.67
